y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,2.194,2.61,0.067,-0.273,1.563,-4.588,-0.701,0.889,-0.183,-1.249
0.0,1.178,2.174,0.539,-0.897,2.662,-2.172,-1.789,0.106,0.924,-0.857
3.0,-1.534,-3.524,0.847,0.709,1.061,1.724,-0.458,-0.725,-1.695,-3.509
0.0,-0.66,1.182,4.965,-0.376,2.444,-2.923,-1.976,-1.903,-0.314,-0.632
3.0,1.343,-1.674,-2.951,5.676,1.251,0.639,-0.721,3.628,-1.338,-3.525
3.0,-2.518,-0.681,1.211,-1.097,2.054,2.566,1.511,-0.571,2.291,0.093
3.0,-1.856,-0.051,0.296,2.08,2.795,3.727,2.016,2.255,0.703,-0.284
0.0,2.519,3.227,-2.069,-1.895,4.141,-3.426,-1.59,3.103,0.75,-3.562
2.0,-2.502,-3.802,-1.236,-1.33,1.702,2.61,2.77,3.026,3.705,-0.56
2.0,0.788,-3.46,-2.148,-1.262,0.899,0.425,1.579,2.847,-0.756,0.78
2.0,1.343,-0.032,-2.948,1.325,-2.078,-4.309,1.195,3.761,-2.205,0.178
0.0,1.947,6.181,0.371,1.093,3.505,-3.44,-1.834,4.898,-2.738,-3.179
1.0,5.544,1.97,-2.605,-4.001,-8.277,-2.865,2.524,5.694,-2.625,2.827
0.0,-0.414,0.618,-4.938,-2.104,1.071,-0.98,-1.931,-0.054,2.712,-0.031
3.0,-2.869,-2.706,1.016,0.899,-0.263,2.344,-0.416,-0.259,-0.092,-2.626
2.0,-0.165,1.637,-5.421,-1.707,5.54,-0.878,-0.259,2.521,0.277,-5.534
2.0,-1.443,1.18,-1.147,-1.208,2.225,0.967,1.793,0.976,-3.088,-2.273
0.0,0.919,1.518,1.811,-1.665,4.016,-0.587,-3.024,2.48,2.719,-2.728
0.0,1.017,1.829,0.296,0.068,-1.867,-4.796,0.188,1.078,-1.837,-0.881
1.0,-1.675,0.627,2.216,-0.505,-0.704,2.956,0.631,1.803,1.129,1.392
3.0,0.053,-0.637,2.035,2.773,1.344,1.07,2.642,1.906,-2.895,-0.099
0.0,2.044,2.939,-1.758,-0.296,-1.21,-4.187,2.709,2.158,-1.339,0.683
3.0,-3.409,-0.986,-0.015,1.187,2.741,4.136,-0.254,1.123,-0.481,-2.729
1.0,-1.055,-2.193,1.861,-0.337,-2.367,4.518,0.685,3.383,1.265,1.237
0.0,0.356,-0.968,0.377,-0.185,-2.273,3.743,0.316,3.633,-0.169,-1.433
3.0,-2.456,-2.266,1.198,2.378,-0.125,1.702,2.994,0.357,-2.271,-1.419
3.0,-2.527,-1.074,0.788,2.018,2.556,2.382,1.914,4.181,-1.44,-2.183
3.0,-0.506,-2.135,1.752,-1.483,-0.336,1.757,1.493,-0.268,-3.29,-1.654
0.0,3.577,-0.905,-1.534,-2.896,-0.432,-2.261,-2.187,3.495,4.193,-3.376
3.0,-1.389,-3.215,1.621,-0.381,1.462,-0.096,2.517,1.954,-1.245,-1.257
1.0,0.567,2.494,1.544,-1.822,-1.826,1.677,2.674,1.488,0.831,-0.126
2.0,-4.142,2.692,-1.798,-3.511,3.344,4.264,1.146,2.039,-1.68,-3.905
3.0,-4.241,-2.681,1.642,1.913,2.912,0.311,0.027,2.952,-2.903,-2.885
0.0,-0.616,0.721,-3.965,-2.323,2.437,0.373,3.565,2.777,-2.101,-1.319
1.0,1.449,1.322,3.002,1.277,-3.281,0.47,-2.961,-0.401,-2.852,0.713
3.0,0.34,-1.751,2.294,-0.359,2.032,0.182,3.594,3.052,-1.123,0.201
2.0,-1.286,4.189,0.256,-2.687,1.994,1.378,-0.491,2.073,1.543,-3.042
3.0,1.939,1.08,4.156,4.901,0.708,-0.62,3.004,2.511,-4.833,1.557
1.0,3.044,1.83,3.309,-1.974,-3.096,0.327,1.454,2.592,-0.275,1.178
3.0,-4.583,0.291,-0.384,4.756,-1.672,3.602,-0.046,-1.936,-1.188,-0.664
2.0,-2.711,1.013,-0.094,-1.998,1.173,1.313,2.561,1.363,-0.453,-2.924
2.0,-3.521,0.689,-5.268,-2.009,3.516,3.955,2.167,0.844,-2.106,-1.178
2.0,-3.21,1.087,-1.019,-4.852,2.221,3.921,1.687,-0.123,-3.972,-0.382
1.0,1.085,4.289,0.717,-2.925,-3.177,0.822,2.987,-0.255,-1.528,1.303
1.0,-0.507,1.569,-0.095,-1.657,-4.737,0.735,1.016,1.708,0.454,1.126
2.0,-0.103,-0.01,-3.939,-1.547,2.872,1.32,2.593,2.366,-0.968,-1.594
3.0,-1.372,1.406,1.102,3.711,0.677,5.913,1.035,2.749,-0.732,-1.128
3.0,-0.558,-2.486,-2.103,5.376,0.727,0.806,-1.467,-2.093,-0.634,-4.094
2.0,0.635,2.868,-2.115,-1.675,0.929,-0.888,0.603,1.923,-3.481,-2.624
1.0,1.328,2.042,-0.825,-3.722,-1.153,1.006,3.669,0.684,-3.704,1.567
1.0,1.704,6.783,4.28,1.085,1.797,6.122,2.292,-1.261,-0.107,-1.089
3.0,-2.146,-0.997,0.918,3.031,0.611,1.874,0.054,1.099,-0.181,-1.074
1.0,-0.555,0.551,-2.074,-1.822,-0.945,-1.199,0.976,2.102,-2.299,1.423
1.0,-0.998,0.242,-0.511,-0.886,-0.748,4.851,2.21,1.865,0.909,-0.229
3.0,-2.948,-2.792,-1.522,2.468,0.551,2.359,-0.805,-0.055,-0.168,-3.66
3.0,1.009,0.41,-1.389,-2.002,1.317,-1.065,-2.408,2.402,2.788,-2.009
0.0,3.268,-0.586,-1.073,-1.62,-2.221,-2.294,-0.733,0.351,0.626,-1.236
1.0,2.328,4.56,2.417,-0.733,-1.07,1.004,0.865,-1.129,-1.623,-0.25
3.0,-0.601,-0.279,3.226,1.806,2.422,2.897,3.484,3.61,-3.828,-1.425
1.0,2.034,2.224,2.476,-0.449,-1.271,1.725,0.557,0.076,-3.155,1.482
2.0,-0.727,1.679,-1.965,-1.406,1.559,1.618,1.023,0.305,-3.475,-0.885
2.0,0.195,-0.186,-1.394,-2.695,1.861,0.705,3.585,3.387,-1.818,-1.913
3.0,-2.561,0.623,4.19,1.164,1.029,2.892,2.226,-1.791,-3.267,0.336
0.0,0.33,1.633,-0.804,-1.361,1.16,-0.562,-0.615,1.942,0.762,-0.704
0.0,0.601,2.925,-1.124,-0.006,-0.023,-1.444,-1.501,3.551,-0.876,-1.367
3.0,-3.395,-4.527,-0.536,2.224,-0.358,-0.502,1.048,0.567,-1.216,-3.189
3.0,-6.309,-1.387,1.954,-0.543,3.271,4.486,2.438,2.923,-2.233,-2.271
2.0,2.358,2.362,-0.759,-3.47,0.294,0.755,0.606,3.521,-2.008,-0.977
1.0,2.128,5.367,1.535,-0.456,-4.311,0.084,0.261,0.062,-1.443,0.6
1.0,0.019,1.058,-0.048,-2.496,-0.414,3.106,4.598,1.684,0.688,0.092
3.0,-1.115,-1.654,3.273,-0.832,0.571,3.019,4.376,0.903,-3.894,-1.048
2.0,-0.644,0.742,-1.131,-2.258,1.522,1.502,-0.375,4.029,-0.205,-1.429
0.0,-0.597,0.082,0.29,-3.135,3.591,0.331,-0.834,1.516,3.413,-1.218
3.0,-4.019,-2.7,0.687,0.471,2.536,3.485,-0.131,-0.078,2.747,-2.471
2.0,-1.886,0.059,-2.632,1.694,1.769,-0.241,3.345,2.225,-0.553,-3.169
0.0,0.205,0.924,-2.827,-1.585,2.386,-1.251,-2.056,0.072,2.216,-1.047
3.0,0.52,-0.934,3.479,2.324,3.069,1.589,2.233,2.796,-0.144,-0.814
1.0,0.679,1.637,0.322,-0.755,-0.789,1.883,3.175,3.714,2.378,-0.977
1.0,-3.895,-0.484,2.127,-1.102,0.145,3.415,0.445,-1.319,-0.04,1.843
3.0,-0.063,0.369,1.177,1.092,-0.45,1.401,3.033,2.803,-3.468,0.251
3.0,-4.242,-2.344,2.259,2.555,3.785,1.37,1.32,1.889,-1.683,-3.27
2.0,-3.933,3.449,0.418,-0.563,-0.407,2.425,0.728,-0.266,-0.156,-0.681
0.0,1.269,-0.436,-2.055,-2.551,1.91,-0.545,-3.147,0.12,3.455,-2.163
2.0,-2.966,0.244,1.025,-3.565,1.43,5.195,3.064,0.681,-0.926,-0.596
3.0,-0.687,-1.062,-0.201,4.616,0.425,1.105,1.862,3.128,-2.18,-1.57
2.0,-3.579,3.633,0.149,-4.459,2.753,6.125,1.069,1.159,-0.96,-2.534
0.0,6.604,3.432,0.188,0.305,-1.852,-4.931,-2.462,2.164,0.112,-2.675
0.0,2.372,2.255,-0.929,-0.481,0.619,-2.393,-1.801,4.478,-0.302,-2.96
2.0,-0.911,3.141,-1.013,0.42,0.529,1.255,-0.496,2.565,-0.485,-1.257
0.0,1.654,1.315,1.564,-1.189,0.62,-0.765,-0.257,0.73,1.008,-0.391
2.0,-2.612,3.21,-0.542,-3.057,-0.674,1.837,1.827,1.155,-2.287,-0.264
1.0,-0.374,3.133,3.053,-0.297,2.355,4.539,2.176,-0.282,0.34,-0.166
3.0,-3.181,-2.776,1.37,-0.299,2.509,2.62,1.223,2.72,0.764,-2.672
0.0,-1.489,-1.602,0.4,-3.234,2.823,3.409,-1.505,1.399,6.304,0.647
3.0,-4.203,-0.739,3.312,-0.513,1.123,3.395,0.991,2.596,-2.371,-0.895
3.0,2.477,-1.186,2.78,1.502,2.152,-1.088,3.12,4.558,-1.426,0.235
3.0,-2.207,-0.947,-3.588,3.07,-0.58,3.056,-0.207,0.425,-0.814,-2.385
3.0,-0.767,-1.771,2.739,-1.075,1.142,0.583,3.127,1.465,0.117,-0.401
3.0,-0.729,-1.141,-1.517,4.395,-0.603,-0.797,-0.073,0.884,-3.246,-1.188
1.0,2.604,0.039,2.249,-3.583,0.448,-0.051,2.994,2.368,-1.818,2.182
3.0,-3.302,0.801,-0.142,4.095,1.1,3.219,-0.061,2.464,0.056,-0.392
2.0,-0.63,-0.899,-1.349,-1.612,-0.259,1.389,2.934,1.588,-0.01,0.145
2.0,-0.867,3.283,-0.586,-1.351,0.713,3.936,0.919,1.349,-2.138,0.033
0.0,4.608,-1.008,-2.969,-3.015,-2.117,-3.908,-0.381,0.589,3.772,-1.848
3.0,-1.488,-1.016,1.918,1.395,2.665,0.938,2.202,3.181,-1.017,-1.251
3.0,-3.128,-1.445,1.302,1.957,3.745,0.945,1.296,4.119,-2.718,-2.276
3.0,-0.833,-3.355,1.977,-1.702,-0.346,1.719,1.943,1.495,-2.685,-2.178
1.0,-4.567,0.498,1.469,-0.974,-1.182,4.108,1.552,-1.45,1.332,0.732
1.0,4.372,4.42,3.764,-0.306,-1.221,1.753,2.18,1.077,-1.064,1.034
3.0,0.607,-3.904,2.649,0.704,1.919,-0.481,0.263,0.564,-2.575,-3.85
2.0,-1.013,5.016,1.282,0.854,1.022,0.574,-0.776,1.369,1.339,-3.301
3.0,-0.653,-3.359,1.361,2.604,2.597,-1.836,1.672,0.463,-0.979,-2.902
1.0,-0.659,1.004,-0.136,-0.37,0.102,0.971,1.113,1.818,-0.233,1.769
0.0,-1.356,-0.172,-2.244,-3.142,4.247,-0.212,-1.257,1.869,3.514,-1.786
0.0,1.002,3.866,-1.7,0.778,2.79,-1.564,-3.347,-0.165,-0.673,-1.227
1.0,2.882,3.326,1.41,-1.396,-3.039,0.093,1.14,1.069,-2.753,2.48
0.0,2.63,4.154,-2.2,-0.026,1.159,-2.669,-1.345,5.571,-2.254,-3.125
1.0,2.073,3.438,0.958,-1.68,-1.686,0.356,1.35,1.499,-2.573,2.44
2.0,0.39,-0.357,-0.526,-1.749,0.451,2.27,-0.048,3.415,0.785,-0.872
0.0,2.944,2.642,-2.901,-1.761,1.606,-2.181,-0.443,4.178,1.588,-2.769
1.0,1.616,3.607,2.683,-1.878,-0.239,1.161,2.26,0.262,-1.374,0.2
1.0,1.007,3.974,3.978,-0.371,-0.424,1.328,0.696,-3.62,-1.751,0.508
0.0,0.141,4.0,2.479,1.601,0.96,-2.285,-0.346,-0.979,-3.191,0.499
1.0,-2.156,1.65,2.868,-1.292,0.73,1.618,1.542,-0.456,1.507,1.646
3.0,-2.307,-1.638,2.112,-3.004,0.605,3.89,1.168,-0.835,-0.713,-2.186
0.0,2.741,1.16,0.13,-1.107,1.288,-1.445,-0.566,1.716,1.024,-2.099
1.0,-0.183,0.035,-2.061,-3.254,-1.931,1.304,4.351,3.569,-0.953,2.942
2.0,0.053,3.923,-0.257,-1.319,-1.045,-1.88,1.079,-0.384,-3.824,-0.572
0.0,-0.136,0.753,-0.881,-1.177,0.363,-0.24,-0.509,2.645,2.15,-0.502
3.0,-0.026,-0.182,3.259,0.63,-0.761,3.188,1.856,0.388,-2.406,0.461
0.0,4.544,5.714,-2.487,-0.266,1.946,-3.361,-0.355,5.14,-1.384,-2.994
3.0,-0.088,-2.321,0.786,4.232,2.724,0.392,0.839,3.26,-0.403,-2.345
1.0,1.62,1.415,4.086,-0.187,-0.899,2.11,-0.155,-0.465,-0.56,0.774
3.0,-2.101,-2.038,1.747,0.862,2.071,1.554,1.524,2.532,-0.15,-2.542
0.0,2.114,1.706,-2.369,-2.061,1.846,1.908,-1.443,3.958,1.774,-2.912
0.0,1.748,2.232,-0.238,0.148,0.454,-3.501,-2.028,0.748,-0.248,-1.262
0.0,-0.643,0.24,-0.492,-1.328,2.257,-3.412,-4.251,-1.413,2.667,-1.607
3.0,-6.626,-0.947,0.154,-0.997,3.47,2.484,2.173,0.344,1.104,-1.982
1.0,3.527,3.783,1.209,0.449,-3.776,3.949,1.552,0.199,-1.725,-0.541
3.0,-1.872,-1.05,1.502,2.514,2.606,0.877,2.126,2.64,-2.902,-1.876
3.0,-2.512,-3.289,-0.696,2.03,2.399,2.887,0.689,-0.222,-1.655,-4.618
2.0,-2.414,1.47,3.239,-1.164,-1.087,4.1,1.51,0.628,1.469,-0.591
1.0,2.255,0.843,2.455,-3.398,0.667,0.573,3.586,1.283,-1.445,2.642
1.0,-2.213,-2.158,2.564,0.243,1.994,5.467,0.099,1.969,0.247,-0.745
3.0,0.615,0.424,3.61,-2.149,2.512,0.958,1.626,0.772,-3.106,-0.071
3.0,0.388,1.682,2.825,2.439,0.602,-0.195,4.301,3.35,-4.271,1.96
3.0,-0.158,-1.689,3.337,-2.225,0.238,1.801,0.493,-1.341,-3.186,-1.397
1.0,-0.201,0.569,0.72,-1.54,1.822,0.43,2.456,1.499,-0.128,1.154
0.0,2.632,0.199,-4.358,-2.472,-0.527,-2.583,-3.191,4.688,2.546,-3.641
1.0,3.973,-1.335,0.627,-1.688,-5.057,-0.457,-1.468,2.854,-4.349,1.949
1.0,0.826,2.535,2.581,-0.377,-2.757,3.109,0.58,0.56,-1.592,1.023
2.0,-2.0,2.122,-1.633,-0.824,-0.752,1.995,2.942,1.202,-2.663,0.143
0.0,0.392,0.558,-1.668,-2.973,3.454,1.671,-0.588,1.576,2.907,-1.291
1.0,0.285,1.861,2.016,-0.338,-0.038,5.166,2.741,1.416,0.189,-0.401
3.0,-2.414,-1.825,2.119,0.971,-0.217,1.931,-0.146,-1.76,-0.113,-0.893
1.0,2.2,2.041,1.789,0.542,0.09,4.874,1.733,1.821,-1.101,0.04
3.0,-2.416,-1.107,3.397,1.218,1.594,2.764,2.336,3.686,-3.072,-1.779
2.0,-1.518,2.274,-2.96,-1.081,2.871,1.266,0.82,3.598,-0.326,-3.592
0.0,2.672,-1.193,-2.483,-3.725,2.76,2.052,-2.339,-1.821,6.452,-0.346
1.0,-4.985,-1.075,0.143,-1.694,0.031,3.8,3.081,2.657,3.551,2.011
2.0,-3.817,-0.89,1.556,1.744,3.713,3.562,0.668,3.692,0.664,-1.518
1.0,-4.665,-3.148,0.801,0.341,2.07,3.375,-1.021,1.161,1.634,0.856
0.0,1.002,-1.111,-2.119,-2.582,0.108,-2.555,-1.762,-0.079,3.84,-1.111
3.0,-2.188,-3.734,1.072,0.602,0.484,-0.394,1.817,0.856,-2.789,-2.127
1.0,-2.071,2.07,0.691,-0.429,0.289,4.66,1.546,-2.026,-0.846,0.207
3.0,-0.989,-1.699,2.169,-0.698,0.363,3.22,0.616,-3.349,0.724,-1.363
3.0,-2.722,0.426,1.443,5.211,2.447,1.923,2.12,5.393,-1.854,-0.849
2.0,-1.64,2.685,-1.213,-0.493,1.916,3.311,1.978,-0.042,0.234,-1.591
3.0,-1.177,-1.403,-1.315,1.085,1.221,2.454,0.365,-0.22,-0.058,-2.639
3.0,-1.276,-1.449,1.012,3.316,-1.276,0.768,1.919,-0.062,-2.049,-0.784
3.0,0.669,1.588,2.234,6.565,0.098,-0.008,2.463,2.044,-3.452,1.325
2.0,-1.135,1.708,1.562,-2.04,1.41,3.388,2.35,0.659,-1.155,-2.446
3.0,-4.444,-2.946,4.074,-2.439,2.215,3.303,2.383,1.459,-1.401,-3.12
2.0,3.752,3.841,-0.812,-2.19,1.01,0.07,-2.243,2.045,-2.79,0.591
0.0,-1.07,0.426,0.561,-0.824,2.062,-3.457,-4.712,0.169,1.167,-2.579
1.0,1.214,-0.122,-1.116,-4.57,-4.289,-2.877,3.653,3.43,-1.275,3.592
3.0,-1.196,-0.476,2.8,6.215,2.826,0.358,1.95,2.404,-2.001,-0.328
3.0,-0.587,0.368,2.999,1.377,1.127,2.29,2.032,3.479,-4.567,-1.117
1.0,7.119,0.824,4.471,1.075,-3.993,2.357,-3.331,0.903,-5.839,0.882
1.0,2.843,0.859,0.203,-2.906,-4.569,-1.455,1.812,2.807,-1.878,2.826
0.0,3.636,3.144,-4.256,-1.889,1.766,-1.896,-0.274,4.468,0.592,-3.319
3.0,2.015,2.936,-0.128,-2.222,-4.045,0.943,2.35,1.638,-3.048,1.514
2.0,-0.973,1.695,1.304,0.065,-0.781,2.466,2.458,0.423,-1.375,-0.798
1.0,6.325,5.628,1.621,-3.428,-5.181,-2.819,3.146,2.813,-2.564,1.741
2.0,-0.764,1.729,-0.214,-2.592,-1.289,2.451,1.782,2.204,-3.982,-0.471
1.0,-0.023,-0.565,1.657,-1.272,-0.267,2.753,0.786,0.932,-2.115,1.101
0.0,3.033,0.909,1.044,-5.528,-1.598,-1.71,6.057,2.621,-1.15,1.835
2.0,-2.443,1.342,-2.562,-3.875,2.902,4.666,1.495,2.427,-2.428,-3.016
1.0,5.198,4.388,3.013,-2.448,-1.049,0.33,2.686,1.404,-3.626,2.649
0.0,3.877,0.71,-2.211,-2.917,1.401,-2.449,-1.936,3.986,4.198,-3.543
2.0,-4.165,1.253,-1.792,-0.768,2.449,1.684,0.842,-0.829,0.3,-1.037
2.0,-1.121,1.296,0.862,-0.425,0.998,2.569,1.608,-1.145,-0.957,-2.554
0.0,0.654,2.788,-0.792,0.98,-2.427,-5.365,-0.846,3.546,-1.938,-1.351
0.0,2.75,3.569,0.447,-0.988,2.734,1.576,-0.767,3.614,0.793,-1.973
2.0,0.69,0.994,-1.419,1.281,-0.557,-0.562,3.649,2.699,1.005,-0.804
3.0,-1.663,-0.027,0.652,0.676,2.008,1.522,2.636,1.214,-0.216,-0.12
3.0,-0.704,0.255,3.188,1.999,0.011,2.535,2.703,2.685,-3.072,1.19
1.0,0.055,0.583,4.268,-1.68,0.64,3.07,1.587,-0.241,-0.703,1.333
1.0,1.318,0.582,2.351,-0.894,-2.262,1.603,0.62,1.128,-1.633,1.495
0.0,0.783,1.602,-1.03,-1.431,2.532,-3.266,-2.101,0.778,2.455,-1.305
1.0,2.263,0.83,3.338,-2.41,-2.802,0.778,1.593,0.648,-1.682,1.983
2.0,-3.006,0.193,-4.052,-0.945,4.224,0.084,2.207,1.024,-2.272,-2.714
3.0,0.564,-4.286,0.067,0.659,2.038,-1.47,2.497,2.235,0.234,-2.345
2.0,-0.865,5.199,0.705,-2.159,0.895,4.132,-0.909,2.5,-0.138,-3.106
0.0,3.653,-0.163,-0.25,-1.947,-0.789,-4.165,-2.214,1.52,3.71,-2.701
3.0,-1.107,-2.845,1.986,1.919,2.045,-0.89,0.931,0.826,-0.003,-1.119
3.0,-0.692,-1.356,3.081,-0.039,3.248,1.671,1.915,3.24,0.862,-1.393
2.0,-3.288,3.947,0.289,3.654,0.579,2.532,2.189,0.105,-0.318,-2.357
0.0,-0.424,-2.049,-1.775,-3.379,1.709,1.841,-2.305,-0.594,4.995,-0.618
1.0,1.583,1.359,2.142,-0.556,-0.986,1.51,0.007,1.97,-2.144,1.765
2.0,-1.024,1.813,-0.168,-4.33,1.75,3.19,1.425,2.24,0.362,-1.414
2.0,3.418,3.176,-0.052,0.431,-0.585,-6.417,-0.894,1.596,0.245,-1.641
1.0,2.454,2.554,5.289,0.096,0.473,5.126,0.503,-1.568,-2.892,-0.5
2.0,0.527,2.529,-3.815,-2.59,3.876,1.495,-0.463,3.224,-1.39,-2.603
1.0,1.041,1.485,-2.297,-3.6,-4.501,-3.732,1.451,1.635,-2.94,3.618
2.0,-0.184,1.109,-1.303,-2.556,0.064,0.229,1.921,4.997,0.329,-3.306
3.0,-0.578,1.549,1.689,4.887,4.88,1.735,3.312,4.643,-1.052,0.72
1.0,0.139,-1.177,-0.966,-1.991,-2.993,0.603,0.876,2.191,-2.468,2.261
0.0,-1.17,1.155,-1.989,-1.349,0.116,-3.838,0.628,-2.63,-1.293,1.195
0.0,2.032,-0.111,-2.762,-1.366,-3.574,-3.491,-0.206,2.306,0.85,-0.979
2.0,-1.355,-1.216,-1.258,0.751,1.099,1.27,4.171,1.553,-1.375,-0.853
0.0,-1.088,3.369,0.436,-0.362,2.92,-2.661,-1.718,0.105,-2.145,-1.196
1.0,3.173,-1.595,1.677,-3.806,-1.554,-1.292,2.489,4.231,-2.716,3.538
0.0,3.442,4.615,-1.928,-1.127,4.391,-1.249,-1.259,1.548,-0.044,-2.216
3.0,-0.535,-5.558,0.425,-1.519,1.661,-0.333,1.843,2.915,-1.396,-5.104
0.0,0.323,4.037,-1.417,-0.329,3.253,-2.357,-1.788,4.135,-0.9,-2.315
1.0,2.899,6.061,4.606,0.923,2.224,3.845,1.228,-0.657,-1.882,0.396
3.0,2.097,-0.672,0.205,1.116,0.211,0.135,4.078,3.057,-2.325,0.089
3.0,4.922,1.154,7.299,1.142,-0.908,0.875,4.923,1.535,-3.484,3.09
2.0,-1.98,1.347,-1.23,-0.69,0.444,0.73,0.308,1.955,-2.526,-1.636
1.0,2.213,2.37,3.268,0.357,-3.085,3.477,-0.726,2.297,-0.488,-0.601
0.0,3.286,1.559,-4.638,-3.503,5.157,0.689,-2.813,2.379,4.086,-3.979
1.0,-0.158,1.945,2.527,-0.517,-1.224,1.786,0.62,0.206,1.215,0.624
0.0,3.025,2.679,-3.861,-0.852,-0.478,-1.335,0.209,5.209,-0.052,-2.171
1.0,0.731,3.911,1.284,-1.981,-2.875,1.135,2.613,0.637,-0.9,2.261
1.0,2.102,2.959,2.765,-1.871,0.124,1.159,3.374,3.36,0.668,2.512
0.0,0.264,0.906,-1.371,-0.916,0.139,-2.683,-2.401,1.925,2.141,-0.986
0.0,0.949,1.042,-1.027,-1.432,1.866,0.109,-3.247,4.477,2.763,-2.775
0.0,2.725,4.561,-2.977,1.278,-0.553,-5.048,0.061,0.343,-2.452,-0.184
1.0,6.086,2.189,1.802,-4.257,-1.178,-1.983,4.671,5.334,-1.345,1.713
3.0,-3.593,-2.049,0.27,2.148,0.958,-0.268,3.389,1.148,-3.207,-0.763
3.0,-2.343,-3.07,-1.012,1.598,2.913,0.762,-0.155,2.806,1.162,-3.359
3.0,-2.769,-0.84,2.335,2.979,4.432,1.805,0.907,2.184,-4.681,-3.337
0.0,-0.325,2.029,-1.51,-1.371,3.512,-2.302,-2.394,1.091,1.925,-1.062
1.0,-1.333,-0.902,1.178,-4.774,3.476,2.936,6.415,1.736,1.234,0.82
0.0,2.513,1.305,-3.704,-2.372,3.077,0.049,-0.438,2.34,2.487,-2.394
0.0,-0.556,4.447,1.803,0.695,5.378,-0.315,-3.034,1.721,-0.707,-1.228
3.0,-3.107,-0.51,0.251,0.632,-0.188,5.752,-0.432,-0.444,-2.368,-2.823
1.0,0.304,2.689,-1.775,-0.128,-6.024,-0.171,-1.074,1.589,-2.078,1.535
3.0,-4.729,-2.891,1.104,1.626,3.242,2.346,0.898,-0.331,-0.247,-4.269
0.0,1.456,1.555,-2.182,-1.004,-1.88,-2.306,1.042,3.145,-0.26,-0.601
3.0,-1.59,-0.3,2.95,0.3,3.459,1.087,1.088,1.236,0.145,-0.401
3.0,-0.398,-0.115,1.02,2.988,-1.276,3.059,0.506,-2.258,-4.189,-1.482
1.0,-0.39,2.974,0.954,1.0,-0.587,6.275,2.237,-0.514,0.205,0.011
3.0,2.703,-3.143,0.354,-0.125,0.424,0.239,2.953,2.284,-1.453,-2.191
2.0,-1.401,0.964,-4.021,-1.548,4.077,1.679,1.161,0.329,-3.179,-1.287
3.0,-1.95,0.284,0.503,1.751,3.066,2.55,1.792,1.026,-1.925,-1.005
1.0,5.876,4.962,2.898,-1.438,-0.18,1.992,3.094,4.239,-1.913,0.437
0.0,3.445,-0.364,-0.942,-1.529,-2.653,-3.295,-1.314,0.334,1.689,-1.711
0.0,2.546,1.779,-0.307,-1.69,3.351,-0.742,-2.671,2.373,2.191,-2.946
0.0,2.911,1.041,-0.679,-0.195,-3.761,-5.034,0.116,3.268,-0.501,-1.166
0.0,-0.307,1.029,-1.684,-0.937,-0.4,-3.096,-0.536,0.036,-0.472,-0.023
2.0,-2.574,2.199,-0.951,1.429,0.836,2.326,1.453,-0.194,-0.306,-0.878
2.0,-1.916,1.403,-2.76,-0.605,1.748,1.85,1.222,1.612,-0.086,-1.597
3.0,1.44,-3.017,1.252,-0.046,-0.19,0.126,0.317,-1.234,-1.436,-2.859
0.0,1.428,2.724,-0.217,-0.716,0.745,-4.386,-1.333,2.532,0.066,-1.982
0.0,-1.927,0.129,0.902,-0.199,-0.229,-0.273,-1.157,3.555,0.882,-0.821
3.0,0.167,-1.372,1.313,-3.968,-0.307,2.824,2.699,0.871,-2.292,-1.594
3.0,-3.103,-0.37,2.471,0.09,2.939,0.112,4.633,3.468,-0.231,1.013
3.0,-0.809,-1.455,1.89,1.582,1.834,1.316,1.269,4.889,-5.317,-2.348
2.0,-0.014,3.344,0.751,0.171,-1.682,0.159,1.104,3.094,-1.324,-0.578
3.0,-2.55,-0.144,1.682,-1.406,1.781,3.172,1.374,4.907,-0.034,0.586
3.0,0.487,-4.648,1.222,-1.22,0.777,0.977,-0.272,-0.658,0.049,-4.326
1.0,-0.238,0.76,1.218,1.112,0.562,3.914,-0.06,0.067,-1.228,-0.189
2.0,-0.207,1.921,0.463,-2.492,-2.937,0.171,-1.365,0.348,-2.257,2.506
2.0,-0.874,0.718,1.072,-1.498,0.07,1.608,2.07,2.472,-0.576,-1.236
2.0,-1.7,2.298,0.947,0.288,0.443,1.578,1.873,1.167,-2.016,-2.098
3.0,-1.331,-0.832,4.195,-0.024,2.854,0.097,2.224,-0.349,-1.903,-0.986
2.0,-0.489,2.509,1.322,-2.245,-1.851,2.113,1.048,1.739,-2.755,1.214
2.0,0.255,-0.647,-3.874,-1.376,3.902,0.301,1.464,3.244,0.927,-2.656
3.0,0.272,-1.869,-0.147,3.468,-0.938,0.413,0.293,0.479,-4.357,-1.917
3.0,-0.893,-1.508,2.732,-1.087,3.446,4.456,1.555,3.593,0.984,-1.13
3.0,-0.394,-1.303,4.08,-1.583,0.861,0.919,3.758,0.832,-1.744,-0.692
2.0,-0.857,-0.496,-1.329,-3.028,0.399,3.003,3.295,2.514,-1.068,0.108
3.0,-5.327,0.275,2.251,0.227,3.772,3.768,1.825,-0.343,-2.835,-1.941
0.0,1.601,2.599,-2.556,-0.199,0.112,-0.536,-0.825,2.243,0.544,-0.527
3.0,-1.415,-2.058,-1.763,4.727,0.434,0.563,-0.009,0.156,-0.35,-2.236
